Skill_ID,Skill_Name,SkillType,Category,Subcategory
BGS92544E8269151B12,Skill 355,Specialized Skill,Communication,Innovation
BGS931B1DFB6252E666,Skill 356,Common Skill,Compliance,Financial Analysis
BGS17BD4DE7A5C65374,Skill 357,Common Skill,Finance,Strategic Planning
BGS73D34DF5DCCD6861,Skill 358,Common Skill,Compliance,Agile
BGSC605344218E79C45,Skill 359,Common Skill,Finance,Agile
BGS8F3A1D1476074B20,Skill 360,Specialized Skill,Project Management,Operational Risk
BGSDB4D25616CE81E0D,Skill 361,Common Skill,Customer Service,Compliance Risk
BGS1B104BF555D62AB1,Skill 362,Specialized Skill,Communication,Stakeholder Management
BGSE276A7BFBB1CB32B,Skill 363,Common Skill,Finance,Account Management
BGS72011950320D55AE,Skill 364,Certification,Finance,Presentation
BGS2EFACC3031B36BCC,Skill 365,Certification,Data Analysis,Audit
BGS75EA9F04694752A0,Skill 366,Certification,Project Management,Service Delivery
BGSBD5294E4DBBA042B,Skill 367,Common Skill,Finance,Market Risk
BGS20DAAF3C66BCF013,Skill 368,Common Skill,Data Analysis,Account Management
BGSAF90BD3F87EA7BB4,Skill 369,Common Skill,Compliance,Market Risk
BGSEBAED8357BF3CE42,Skill 370,Common Skill,Finance,Software Development
BGS4E05E0E2DBE12C58,Skill 371,Certification,Technology,Financial Analysis
BGS60E081D3F4F50678,Skill 372,Certification,Customer Service,Financial Analysis
BGS62794A5FBC49D2EB,Skill 373,Specialized Skill,Problem Solving,Strategic Planning
BGSD32A6ABB82B2EC0D,Skill 374,Specialized Skill,Data Analysis,Business Intelligence
BGSD27003D6BFE50E8D,Skill 375,Specialized Skill,Technology,Innovation
BGS3F3C4A7FA1B0248E,Skill 376,Certification,Data Analysis,Agile
BGS8DB1FE0BFB9A94A2,Skill 377,Common Skill,Customer Service,Strategic Planning
BGSFB5C51A1CC65F757,Skill 378,Common Skill,Finance,Data Engineering
BGSF5CD413F7FD6852C,Skill 379,Specialized Skill,Data Analysis,Compliance Risk
BGSBF6487F9A61142E4,Skill 380,Certification,Data Analysis,Regulatory Compliance
BGSC179BF9C1680F1DC,Skill 381,Certification,Project Management,Resource Planning
BGSEE4A0FF54CD320A2,Skill 382,Specialized Skill,Customer Service,Investment Management
BGS0B3243201B15F926,Skill 383,Certification,Finance,Reporting
BGS8B8BE89D26CDEBAC,Skill 384,Specialized Skill,Compliance,Software Development
BGSDE44925CD454591C,Skill 385,Common Skill,Customer Service,Infrastructure
BGS7F2EC102E33C0A09,Skill 386,Specialized Skill,Risk Management,Critical Thinking
BGS7A2A45B6C87AD54E,Skill 387,Specialized Skill,Risk Management,Statistical Analysis
BGSC4C5F8601AF5A181,Skill 388,Common Skill,Data Analysis,Account Management
BGSFADBA3E2E2900744,Skill 389,Certification,Customer Service,Market Risk
BGS50CC066DA345C4C0,Skill 390,Certification,Leadership,Waterfall
BGSA9F1CCFE00F9A86A,Skill 391,Specialized Skill,Technology,Business Intelligence
BGS1524AC88CABE47BA,Skill 392,Common Skill,Customer Service,Resource Planning
BGS8C78B8EA299F975E,Skill 393,Specialized Skill,Data Analysis,Written Communication
BGS0D8938CEC170CE5C,Skill 394,Certification,Communication,Agile
BGSC1B694CC3A4DB844,Skill 395,Certification,Leadership,Critical Thinking
BGS21E646F298B10E35,Skill 396,Certification,Risk Management,Agile
BGSE36CD6D7118DF93C,Skill 397,Common Skill,Customer Service,Data Engineering
BGS78C074937635CB64,Skill 398,Certification,Customer Service,Change Management
BGSD57582E100DC1D6B,Skill 399,Certification,Data Analysis,Waterfall
BGS2357B3530D1DA500,Skill 400,Common Skill,Compliance,Team Management
BGS86B2E62AAC91C009,Skill 401,Certification,Finance,Infrastructure
BGSF0D90F7AB8EDCC8F,Skill 402,Common Skill,Technology,Statistical Analysis
BGS893A0AA2B5D67A06,Skill 403,Specialized Skill,Technology,Strategic Planning
BGSB74A828196AF01BD,Skill 404,Common Skill,Data Analysis,Team Management
BGS701D9CDB0C4E69D1,Skill 405,Specialized Skill,Risk Management,Data Engineering
BGS9ADCD53D0E8DFA24,Skill 406,Common Skill,Data Analysis,Service Delivery
BGSA4E772FB7A290154,Skill 407,Specialized Skill,Risk Management,Software Development
BGS2D78C92F9BE7E82D,Skill 408,Specialized Skill,Communication,Presentation
BGS83BD3B2FC25DBEFC,Skill 409,Common Skill,Leadership,Operational Risk
BGS7720B37F7EBBA9D5,Skill 410,Certification,Customer Service,Written Communication
BGS4B0B23C95E3E681C,Skill 411,Specialized Skill,Customer Service,Presentation
BGS2B2101F59412A940,Skill 412,Common Skill,Problem Solving,Strategic Planning
BGSFEE5EBF0162EA221,Skill 413,Specialized Skill,Risk Management,Software Development
BGS71E367F45E6B2E09,Skill 414,Common Skill,Customer Service,Service Delivery
BGS31FA1B3EE4538E6E,Skill 415,Specialized Skill,Finance,Infrastructure
BGSAAE68D72125B9989,Skill 416,Specialized Skill,Leadership,Data Engineering
BGS5743917EDBE96D01,Skill 417,Common Skill,Finance,Data Engineering
BGS59FDB368195900D3,Skill 418,Common Skill,Leadership,Resource Planning
BGSE4A661A868280C22,Skill 419,Specialized Skill,Customer Service,Operational Risk
BGS46B516B68E733711,Skill 420,Common Skill,Finance,Resource Planning
BGS63382192456120E3,Skill 421,Specialized Skill,Communication,Resource Planning
BGS15A8669FC438CD33,Skill 422,Certification,Technology,Financial Analysis
BGS7EE259F5B2A020D2,Skill 423,Common Skill,Compliance,Presentation
BGSE7107F9498946533,Skill 424,Common Skill,Problem Solving,Waterfall
BGS9D7224482643A94F,Skill 425,Common Skill,Risk Management,Investment Management
BGS1EDE59CBA21F9B67,Skill 426,Specialized Skill,Leadership,Operational Risk
BGSBA549A4560A5FE5C,Skill 427,Common Skill,Customer Service,Strategic Planning
BGS4359B5DA142EC7C0,Skill 428,Specialized Skill,Communication,Strategic Planning
BGS01BD934BBF8225AE,Skill 429,Certification,Technology,Account Management
BGSD053CF9D2F71E128,Skill 430,Certification,Data Analysis,Statistical Analysis
BGS8AE0E4C99068BC8A,Skill 431,Specialized Skill,Customer Service,Team Management
BGSFA4181E08A7B3399,Skill 432,Common Skill,Technology,Presentation
BGS4A80AA808E004446,Skill 433,Specialized Skill,Risk Management,Compliance Risk
BGSBD501BCAB5CF3A98,Skill 434,Specialized Skill,Project Management,Compliance Risk
BGS03EEFE18C5EC27AB,Skill 435,Specialized Skill,Risk Management,Financial Analysis
BGSD07B98F5D136C94A,Skill 436,Certification,Finance,Market Risk
BGS5DD8764FF964F787,Skill 437,Common Skill,Finance,Statistical Analysis
BGS5B6BECFC0E60BFB4,Skill 438,Common Skill,Problem Solving,Software Development
BGSBA3632FE67F12CF4,Skill 439,Specialized Skill,Communication,Software Development
BGS28FA06A6636FC74D,Skill 440,Certification,Communication,Written Communication
BGSFAE0F97D77D85187,Skill 441,Specialized Skill,Finance,Audit
BGSEFE85B390D509041,Skill 442,Specialized Skill,Problem Solving,Software Development
BGS7A5DD1C8719F9465,Skill 443,Specialized Skill,Leadership,Waterfall
BGS67BFABEB56F49532,Skill 444,Common Skill,Communication,Critical Thinking
BGSAA1FD2937AAC1507,Skill 445,Certification,Communication,Policy Management
BGS6530371B202BA364,Skill 446,Common Skill,Finance,Stakeholder Management
BGS767F94C256C676B5,Skill 447,Certification,Finance,Financial Analysis
BGS7191B803DBEBB583,Skill 448,Common Skill,Finance,Presentation
BGS3E0DF69897A3A274,Skill 449,Common Skill,Finance,Operational Risk
BGSC892300443CE74D9,Skill 450,Certification,Data Analysis,Service Delivery
BGS3C93D3607CECF82A,Skill 451,Specialized Skill,Leadership,Compliance Risk
BGS3434A3FD99FE1FC8,Skill 452,Certification,Data Analysis,Change Management
BGSE9890EA933D609B6,Skill 453,Common Skill,Finance,Resource Planning
BGS288DA748ABBB27D6,Skill 454,Common Skill,Communication,Critical Thinking
BGS75C159B9DDFEFCDB,Skill 455,Common Skill,Problem Solving,Market Risk
BGS6B144D3FB0E349E4,Skill 456,Specialized Skill,Customer Service,Risk Assessment
BGS3BF791A43C2B8EC0,Skill 457,Common Skill,Communication,Reporting
BGS663796B217A2C524,Skill 458,Certification,Customer Service,Software Development
BGS1983C4EEE9C89221,Skill 459,Specialized Skill,Finance,Infrastructure
BGS22A4B0F21572FEBA,Skill 460,Common Skill,Customer Service,Team Management
BGS133BB49AE4DAE77F,Skill 461,Common Skill,Customer Service,Statistical Analysis
BGSB88E709CA7862D21,Skill 462,Common Skill,Finance,Resource Planning
BGS2C1C01D4A66EAF43,Skill 463,Certification,Problem Solving,Stakeholder Management
BGS59B1FC5E5AC6CA8C,Skill 464,Common Skill,Problem Solving,Presentation
BGSB98939A03D0D2238,Skill 465,Certification,Finance,Account Management
BGS67468D1B3C7C7E0F,Skill 466,Common Skill,Communication,Stakeholder Management
BGSE87D0CD448537417,Skill 467,Specialized Skill,Data Analysis,Data Engineering
BGS0745F5CCEF563FBF,Skill 468,Common Skill,Communication,Regulatory Compliance
BGS2A3CFEC8880751A9,Skill 469,Specialized Skill,Problem Solving,Policy Management
BGS696C8A795986977F,Skill 470,Certification,Technology,Decision Making
BGSEF4EF1D08CB993F9,Skill 471,Common Skill,Customer Service,Resource Planning
BGSAF0D4A49AFC8B825,Skill 472,Certification,Problem Solving,Strategic Planning
BGS1BF575388811C18F,Skill 473,Certification,Problem Solving,Agile
BGS75AA68EC5BE92B29,Skill 474,Specialized Skill,Project Management,Software Development
BGS142DEC05A78A54AC,Skill 475,Certification,Technology,Operational Risk
BGSE3581DD53F5F583A,Skill 476,Specialized Skill,Problem Solving,Business Intelligence
BGS4BB4792671DC2D2A,Skill 477,Specialized Skill,Project Management,Policy Management
BGSBBE22D60ADF8F680,Skill 478,Specialized Skill,Customer Service,Audit
BGS5B93EC88063A488E,Skill 479,Common Skill,Leadership,Innovation
BGS25B46E0161EEB19E,Skill 480,Common Skill,Data Analysis,Decision Making
BGSF73EECA80E933E36,Skill 481,Certification,Communication,Operational Risk
BGS70AFD341FB718B2A,Skill 482,Common Skill,Communication,Operational Risk
BGSEBFA18050F605FF7,Skill 483,Common Skill,Leadership,Team Management
BGS0EB8827D601DD0EF,Skill 484,Certification,Problem Solving,Critical Thinking
BGSF668BD3A2433E388,Skill 485,Certification,Problem Solving,Investment Management
BGS9C00CEBA9BAECAD7,Skill 486,Specialized Skill,Customer Service,Waterfall
BGSD683AC81EAD927C2,Skill 487,Certification,Communication,Data Engineering
BGS40B93DC8809C8785,Skill 488,Certification,Finance,Presentation
BGSE58488999D2A0CCF,Skill 489,Common Skill,Compliance,Audit
BGS6C18F1A59F30E87F,Skill 490,Common Skill,Risk Management,Team Management
BGSBC6AE56C9E4E28B9,Skill 491,Common Skill,Leadership,Policy Management
BGSEC1281D865C9BADF,Skill 492,Certification,Customer Service,Business Intelligence
BGS55C5077A16BFA224,Skill 493,Specialized Skill,Problem Solving,Waterfall
BGSEF4EBD7F527A50B1,Skill 494,Certification,Finance,Presentation
BGS32BB1B7D02D140F5,Skill 495,Common Skill,Finance,Agile
BGS4407E3AFC518A2C5,Skill 496,Certification,Problem Solving,Decision Making
BGS4A42B3B04C120904,Skill 497,Specialized Skill,Customer Service,Innovation
BGS5179E3C7BF025547,Skill 498,Specialized Skill,Risk Management,Statistical Analysis
BGS480A6FA401351A86,Skill 499,Common Skill,Compliance,Regulatory Compliance
BGSCC071DACEC11F077,Skill 500,Certification,Finance,Reporting
BGSB0A192C5E50E4A46,Skill 501,Common Skill,Risk Management,Decision Making
BGS6CB7865B3D5A0C93,Skill 502,Certification,Technology,Client Support
BGS6FB37829BF495322,Skill 503,Common Skill,Data Analysis,Reporting
BGSE62BB071E1F25696,Skill 504,Common Skill,Compliance,Policy Management
BGS46D0D5C19D09B43C,Skill 505,Certification,Technology,Regulatory Compliance
BGS133F454D09DE18DB,Skill 506,Specialized Skill,Customer Service,Data Engineering
BGSAEFFF5BBC0157ADD,Skill 507,Common Skill,Risk Management,Compliance Risk
BGS5DA0F69F66D04B78,Skill 508,Certification,Data Analysis,Operational Risk
BGSB7A9BB405A0EBA2B,Skill 509,Specialized Skill,Leadership,Compliance Risk
BGS7485FF8472CDFFE1,Skill 510,Common Skill,Risk Management,Data Engineering
BGS54D140288D4EA5B7,Skill 511,Certification,Communication,Operational Risk
BGS70D386237691A557,Skill 512,Certification,Compliance,Resource Planning
BGS0DB0F7105CC61104,Skill 513,Common Skill,Leadership,Audit
BGS4031041A580D8475,Skill 514,Certification,Customer Service,Critical Thinking
BGS229481B59E3BC813,Skill 515,Common Skill,Finance,Risk Assessment
BGS9C8172EB04AE9DA5,Skill 516,Common Skill,Compliance,Agile
BGS673D672C9B62E41A,Skill 517,Common Skill,Project Management,Policy Management
BGS7FA687E6B43CED40,Skill 518,Specialized Skill,Finance,Decision Making
BGSFC83C9BE147F1E84,Skill 519,Certification,Technology,Team Management
BGS7080793F4817BADF,Skill 520,Certification,Communication,Software Development
BGS9CB2496A3CE59142,Skill 521,Specialized Skill,Leadership,Market Risk
BGSFCCA0CD4EA73BA21,Skill 522,Certification,Problem Solving,Change Management
BGSC953A4265F2269A5,Skill 523,Common Skill,Leadership,Team Management
BGSE1A154A332590648,Skill 524,Common Skill,Risk Management,Account Management
BGSB7C60C90CC8EEED4,Skill 525,Common Skill,Customer Service,Compliance Risk
BGS7949A276DF4E88CD,Skill 526,Specialized Skill,Finance,Waterfall
BGSD628F05F998F537C,Skill 527,Certification,Finance,Critical Thinking
BGSB96F810B5E43A7DF,Skill 528,Specialized Skill,Data Analysis,Compliance Risk
BGS37060877CF0AF6B5,Skill 529,Common Skill,Technology,Audit
BGS4D1838EC5654156D,Skill 530,Certification,Leadership,Operational Risk
BGS50034684564EFECE,Skill 531,Common Skill,Risk Management,Stakeholder Management
BGSC183EF5B0644D2B7,Skill 532,Certification,Problem Solving,Agile
BGSFD86134FD919DDA7,Skill 533,Certification,Risk Management,Account Management
BGSB132AA940EA4C2A1,Skill 534,Certification,Project Management,Change Management
BGS7E81D7587523E57A,Skill 535,Specialized Skill,Compliance,Data Engineering
BGS5C63A191AE1BC919,Skill 536,Certification,Project Management,Business Intelligence
BGS11F14BAA52744788,Skill 537,Specialized Skill,Compliance,Regulatory Compliance
BGS1D0D3B6555E11A5D,Skill 538,Specialized Skill,Leadership,Stakeholder Management
BGSB2BCD15731A3ED50,Skill 539,Specialized Skill,Compliance,Innovation
BGS9251EA1A75AD6727,Skill 540,Specialized Skill,Compliance,Innovation
BGSB86DF54898255FF1,Skill 541,Specialized Skill,Risk Management,Reporting
BGSDD0F169A7719CFCE,Skill 542,Common Skill,Customer Service,Stakeholder Management
BGSAF373ABE72ABB82F,Skill 543,Certification,Communication,Infrastructure
BGS5DC9C085BC77627F,Skill 544,Specialized Skill,Leadership,Written Communication
BGS62CA6F11D038B656,Skill 545,Common Skill,Problem Solving,Stakeholder Management
BGSD8C8A4EAB92639AC,Skill 546,Specialized Skill,Technology,Regulatory Compliance
BGS8AB292486069C95E,Skill 547,Certification,Leadership,Reporting
BGSFC29FA3C8E057D0B,Skill 548,Specialized Skill,Problem Solving,Data Engineering
BGS46B00E2758C83F0E,Skill 549,Certification,Compliance,Market Risk
BGSAF82215237463DB2,Skill 550,Common Skill,Technology,Resource Planning
BGS86CD606197605BCC,Skill 551,Certification,Technology,Operational Risk
BGS2A5E1DE7391DB382,Skill 552,Specialized Skill,Risk Management,Stakeholder Management
BGS60430C908771FDAC,Skill 553,Certification,Customer Service,Account Management
BGSFE7FDF43D311E666,Skill 554,Specialized Skill,Project Management,Software Development
BGS6AA16FEA78091B90,Skill 555,Certification,Problem Solving,Change Management
BGS1C9FE50B35D374FC,Skill 556,Common Skill,Project Management,Software Development
BGS0AF6833BCFCE3715,Skill 557,Certification,Compliance,Critical Thinking
BGSFDC0C41689B8D5E8,Skill 558,Common Skill,Communication,Operational Risk
BGS2E5975FC404E3C8B,Skill 559,Common Skill,Risk Management,Service Delivery
BGS6EA7C1B45AF4F7AC,Skill 560,Certification,Project Management,Written Communication
BGSEE72586D4BF51ADE,Skill 561,Common Skill,Risk Management,Service Delivery
BGS624E505258FD420C,Skill 562,Specialized Skill,Leadership,Software Development
BGSB79051CFC432B4A0,Skill 563,Certification,Leadership,Market Risk
BGS7B0F1E83923D07E1,Skill 564,Specialized Skill,Customer Service,Agile
BGSB57C540F87E3999F,Skill 565,Certification,Customer Service,Compliance Risk
BGSC5CC8F467069B061,Skill 566,Certification,Leadership,Written Communication
BGSED3AD614EFF2E1F8,Skill 567,Specialized Skill,Problem Solving,Presentation
BGS608979EF2205E3B1,Skill 568,Common Skill,Risk Management,Service Delivery
BGS0F78FE96F03CD645,Skill 569,Common Skill,Leadership,Financial Analysis
BGS802730B5A7CCABED,Skill 570,Common Skill,Finance,Financial Analysis
BGSF2F02512E9DBF4E8,Skill 571,Certification,Leadership,Change Management
BGSE9FEDFDB7059542D,Skill 572,Common Skill,Risk Management,Data Engineering
BGS40B34EB41220D464,Skill 573,Specialized Skill,Customer Service,Innovation
BGS1A69A6B464918A56,Skill 574,Certification,Problem Solving,Market Risk
BGS2D59CCB81474E859,Skill 575,Certification,Technology,Risk Assessment
BGSBD41D779414E5A9C,Skill 576,Common Skill,Customer Service,Stakeholder Management
BGS99979A9E48F1C1FE,Skill 577,Specialized Skill,Risk Management,Service Delivery
BGSE736FE8ACBE42421,Skill 578,Specialized Skill,Problem Solving,Critical Thinking
BGSD978079C355A83D1,Skill 579,Common Skill,Leadership,Written Communication
BGSDCCEC19372B971E9,Skill 580,Common Skill,Customer Service,Resource Planning
BGS26850A57C9696562,Skill 581,Specialized Skill,Technology,Regulatory Compliance
BGS3A4D980246EFE56D,Skill 582,Specialized Skill,Data Analysis,Compliance Risk
BGSFE4F89B120F96355,Skill 583,Specialized Skill,Communication,Agile
BGSBADD0961A285CC56,Skill 584,Common Skill,Risk Management,Agile
BGS0A8D08F48095FC81,Skill 585,Certification,Finance,Reporting
BGSC7B9DEF0F1BE3F9B,Skill 586,Certification,Risk Management,Change Management
BGS8B17E7C7299A9FAE,Skill 587,Common Skill,Risk Management,Service Delivery
BGS14D6BBC8A2DD464F,Skill 588,Specialized Skill,Finance,Operational Risk
BGS9262EF3A11FEE5FA,Skill 589,Certification,Communication,Written Communication
BGSD347049473F710B2,Skill 590,Certification,Problem Solving,Critical Thinking
BGSDEFCE269E8BDA50D,Skill 591,Common Skill,Communication,Resource Planning
BGSE1F0661717B3BC4A,Skill 592,Common Skill,Leadership,Financial Analysis
BGS3AB611E83462888D,Skill 593,Certification,Technology,Audit
BGS4E03EEC99DFA56C8,Skill 594,Common Skill,Customer Service,Strategic Planning
BGS2C1D283269A4062B,Skill 595,Common Skill,Finance,Written Communication
BGS29F04FBD36436702,Skill 596,Common Skill,Customer Service,Strategic Planning
BGSC2478CDA6F703D60,Skill 597,Common Skill,Risk Management,Client Support
BGSFDB414DE92B73BE7,Skill 598,Specialized Skill,Customer Service,Presentation
