JobID,RoleSet,Org Unit Number,Org Unit Name,Salary Group,People Leader Flag,Street,Suburb,Location,Cty
R0243,Role 243,55000044,55000113 Risk (Manager 243),Group 4,Non-People Leader,464 King St,Bangalore,NZ,SG
R0244,Role 244,55000164,55000009 HR (Manager 244),Group 1,Non-People Leader,642 Queen St,Edinburgh,UK,IN
R0245,Role 245,55000051,55000175 Sales (Manager 245),Group 1,Non-People Leader,338 High St,Brisbane,SG,UK
R0246,Role 246,55000079,55000188 Operations (Manager 246),Group 2,Non-People Leader,75 Main St,Singapore,SG,IN
R0247,Role 247,55000131,55000110 Finance (Manager 247),Group 2,People Leader,884 Main St,Sydney,IN,IN
R0248,Role 248,55000149,55000107 Compliance (Manager 248),Group 7,Non-People Leader,741 High St,Manchester,UK,NZ
R0249,Role 249,55000025,55000135 Legal (Manager 249),Group 1,Non-People Leader,341 King St,Wellington,UK,SG
R0250,Role 250,55000085,55000063 Risk (Manager 250),Group 6,People Leader,500 High St,Wellington,AU,IN
R0251,Role 251,55000002,55000192 Communications (Manager 251),Group 4,Non-People Leader,208 High St,Manchester,IN,SG
R0252,Role 252,55000008,55000098 Research (Manager 252),Group 2,Non-People Leader,528 High St,Christchurch,UK,AU
R0253,Role 253,55000076,55000093 Legal (Manager 253),Group 6,Non-People Leader,12 Queen St,Perth,AU,IN
R0254,Role 254,55000077,55000017 Compliance (Manager 254),Group 2,Non-People Leader,487 Main St,Hyderabad,SG,UK
R0255,Role 255,55000114,55000023 Compliance (Manager 255),Group 5,Non-People Leader,44 Queen St,Brisbane,SG,UK
R0256,Role 256,55000171,55000143 Product (Manager 256),Group 3,People Leader,959 Queen St,Hamilton,SG,AU
R0257,Role 257,55000036,55000076 Risk (Manager 257),Group 6,Non-People Leader,185 Main St,Christchurch,IN,NZ
R0258,Role 258,55000031,55000127 Communications (Manager 258),Group 4,Non-People Leader,19 King St,Chennai,NZ,SG
R0259,Role 259,55000104,55000016 Operations (Manager 259),Group 1,People Leader,987 Main St,Chennai,IN,IN
R0260,Role 260,55000178,55000108 Product (Manager 260),Group 5,Non-People Leader,894 Queen St,Hamilton,SG,UK
R0261,Role 261,55000167,55000052 Facilities (Manager 261),Group 1,Non-People Leader,843 King St,Melbourne,AU,SG
R0262,Role 262,55000137,55000180 Facilities (Manager 262),Group 4,Non-People Leader,534 High St,Brisbane,IN,UK
R0263,Role 263,55000193,55000136 Marketing (Manager 263),Group 6,People Leader,297 High St,Hamilton,NZ,NZ
R0264,Role 264,55000009,55000125 Marketing (Manager 264),Group 6,Non-People Leader,901 High St,Manchester,NZ,NZ
R0265,Role 265,55000081,55000172 Strategy (Manager 265),Group 4,Non-People Leader,493 Main St,Perth,SG,IN
R0266,Role 266,55000072,55000052 Facilities (Manager 266),Group 5,Non-People Leader,931 High St,Birmingham,UK,NZ
R0267,Role 267,55000041,55000155 Legal (Manager 267),Group 4,People Leader,688 Queen St,Edinburgh,SG,AU
R0268,Role 268,55000056,55000121 Research (Manager 268),Group 7,People Leader,608 High St,Singapore,SG,AU
R0269,Role 269,55000130,55000009 Compliance (Manager 269),Group 1,Non-People Leader,809 High St,Melbourne,UK,NZ
R0270,Role 270,55000049,55000057 Risk (Manager 270),Group 6,Non-People Leader,174 High St,Edinburgh,IN,SG
R0271,Role 271,55000185,55000177 Sales (Manager 271),Group 2,Non-People Leader,822 High St,Christchurch,NZ,AU
R0272,Role 272,55000048,55000057 Compliance (Manager 272),Group 5,Non-People Leader,826 King St,Sydney,IN,NZ
R0273,Role 273,55000184,55000144 Risk (Manager 273),Group 6,Non-People Leader,554 Main St,Melbourne,UK,AU
R0274,Role 274,55000147,55000152 Risk (Manager 274),Group 6,Non-People Leader,751 King St,Manchester,IN,SG
R0275,Role 275,55000060,55000068 Sales (Manager 275),Group 2,Non-People Leader,698 King St,Brisbane,UK,NZ
R0276,Role 276,55000011,55000033 HR (Manager 276),Group 5,Non-People Leader,919 King St,Auckland,UK,NZ
R0277,Role 277,55000194,55000023 Sales (Manager 277),Group 3,Non-People Leader,782 High St,Mumbai,NZ,IN
R0278,Role 278,55000155,55000015 Sales (Manager 278),Group 7,Non-People Leader,20 Main St,Christchurch,SG,NZ
R0279,Role 279,55000184,55000078 Product (Manager 279),Group 6,Non-People Leader,530 Queen St,Sydney,AU,UK
R0280,Role 280,55000186,55000161 Finance (Manager 280),Group 5,Non-People Leader,973 King St,Hyderabad,UK,UK
R0281,Role 281,55000032,55000118 Communications (Manager 281),Group 6,Non-People Leader,240 High St,Auckland,AU,NZ
R0282,Role 282,55000069,55000057 Technology (Manager 282),Group 7,Non-People Leader,875 Main St,Perth,NZ,SG
R0283,Role 283,55000004,55000194 Operations (Manager 283),Group 7,People Leader,93 High St,Brisbane,SG,NZ
R0284,Role 284,55000001,55000187 Finance (Manager 284),Group 6,Non-People Leader,382 High St,Brisbane,AU,UK
R0285,Role 285,55000142,55000008 Facilities (Manager 285),Group 3,Non-People Leader,886 Queen St,Christchurch,NZ,UK
R0286,Role 286,55000188,55000069 Research (Manager 286),Group 5,People Leader,185 High St,Mumbai,IN,NZ
R0287,Role 287,55000027,55000134 Risk (Manager 287),Group 2,People Leader,984 Queen St,Mumbai,SG,UK
R0288,Role 288,55000109,55000033 Compliance (Manager 288),Group 1,Non-People Leader,353 Main St,Perth,IN,UK
R0289,Role 289,55000135,55000028 Sales (Manager 289),Group 7,Non-People Leader,603 High St,London,SG,SG
R0290,Role 290,55000144,55000099 Risk (Manager 290),Group 2,Non-People Leader,241 Main St,Perth,SG,AU
R0291,Role 291,55000106,55000183 HR (Manager 291),Group 4,Non-People Leader,369 Main St,Christchurch,IN,SG
R0292,Role 292,55000018,55000008 Facilities (Manager 292),Group 3,Non-People Leader,857 King St,Manchester,UK,SG
R0293,Role 293,55000031,55000004 Customer Service (Manager 293),Group 6,Non-People Leader,209 Queen St,Canberra,NZ,UK
R0294,Role 294,55000101,55000157 HR (Manager 294),Group 1,Non-People Leader,643 Main St,Bangalore,NZ,SG
R0295,Role 295,55000051,55000177 HR (Manager 295),Group 5,People Leader,846 King St,Singapore,UK,NZ
R0296,Role 296,55000135,55000083 Communications (Manager 296),Group 3,People Leader,139 King St,Wellington,IN,AU
R0297,Role 297,55000032,55000099 Communications (Manager 297),Group 2,People Leader,979 Queen St,Sydney,SG,UK
R0298,Role 298,55000157,55000161 Technology (Manager 298),Group 5,Non-People Leader,833 Main St,Perth,IN,NZ
R0299,Role 299,55000043,55000029 Research (Manager 299),Group 3,Non-People Leader,212 Main St,Manchester,SG,NZ
R0300,Role 300,55000160,55000159 Risk (Manager 300),Group 6,Non-People Leader,664 Queen St,Perth,SG,IN
R0301,Role 301,55000189,55000083 Marketing (Manager 301),Group 7,Non-People Leader,126 King St,Melbourne,NZ,UK
R0302,Role 302,55000158,55000089 Facilities (Manager 302),Group 6,Non-People Leader,543 Main St,Wellington,NZ,UK
R0303,Role 303,55000021,55000078 Product (Manager 303),Group 3,People Leader,84 Queen St,Birmingham,IN,UK
R0304,Role 304,55000107,55000033 Marketing (Manager 304),Group 7,Non-People Leader,106 Queen St,Manchester,NZ,AU
R0305,Role 305,55000167,55000042 Legal (Manager 305),Group 1,Non-People Leader,647 Main St,Manchester,NZ,AU
R0306,Role 306,55000039,55000158 Research (Manager 306),Group 3,Non-People Leader,452 Main St,Perth,IN,IN
R0307,Role 307,55000181,55000110 Risk (Manager 307),Group 4,People Leader,895 Queen St,Manchester,SG,UK
R0308,Role 308,55000146,55000155 Operations (Manager 308),Group 7,Non-People Leader,289 King St,Melbourne,UK,NZ
R0309,Role 309,55000075,55000107 Legal (Manager 309),Group 1,Non-People Leader,375 King St,Mumbai,AU,AU
R0310,Role 310,55000029,55000022 Strategy (Manager 310),Group 1,Non-People Leader,60 Main St,Perth,AU,NZ
R0311,Role 311,55000146,55000186 Facilities (Manager 311),Group 2,People Leader,545 High St,Auckland,IN,NZ
R0312,Role 312,55000106,55000191 Finance (Manager 312),Group 3,Non-People Leader,604 Main St,Canberra,SG,AU
R0313,Role 313,55000157,55000125 Sales (Manager 313),Group 5,Non-People Leader,728 High St,Manchester,SG,NZ
R0314,Role 314,55000016,55000050 Facilities (Manager 314),Group 3,Non-People Leader,409 Main St,Singapore,IN,UK
R0315,Role 315,55000084,55000076 Product (Manager 315),Group 3,Non-People Leader,467 Queen St,Edinburgh,UK,AU
R0316,Role 316,55000043,55000041 Operations (Manager 316),Group 4,Non-People Leader,419 King St,Melbourne,SG,UK
R0317,Role 317,55000081,55000160 Operations (Manager 317),Group 1,Non-People Leader,818 King St,Brisbane,NZ,AU
R0318,Role 318,55000061,55000010 Strategy (Manager 318),Group 7,Non-People Leader,714 Queen St,Melbourne,NZ,IN
R0319,Role 319,55000142,55000016 Technology (Manager 319),Group 2,People Leader,336 Main St,Brisbane,SG,IN
R0320,Role 320,55000182,55000170 Research (Manager 320),Group 7,Non-People Leader,287 King St,Melbourne,SG,UK
R0321,Role 321,55000062,55000189 Product (Manager 321),Group 7,Non-People Leader,455 High St,Singapore,AU,NZ
R0322,Role 322,55000045,55000055 Communications (Manager 322),Group 6,Non-People Leader,894 Main St,London,UK,UK
R0323,Role 323,55000021,55000113 Strategy (Manager 323),Group 6,Non-People Leader,103 High St,Melbourne,SG,SG
R0324,Role 324,55000189,55000114 Risk (Manager 324),Group 6,Non-People Leader,849 Queen St,Christchurch,AU,SG
R0325,Role 325,55000093,55000036 Legal (Manager 325),Group 6,People Leader,542 High St,Brisbane,AU,IN
R0326,Role 326,55000194,55000038 HR (Manager 326),Group 4,Non-People Leader,958 King St,Manchester,NZ,IN
R0327,Role 327,55000166,55000010 Communications (Manager 327),Group 5,Non-People Leader,547 Queen St,Auckland,NZ,NZ
R0328,Role 328,55000047,55000142 Customer Service (Manager 328),Group 6,Non-People Leader,916 Queen St,Hamilton,AU,IN
R0329,Role 329,55000033,55000102 Product (Manager 329),Group 5,Non-People Leader,433 Main St,Perth,NZ,IN
R0330,Role 330,55000097,55000063 Marketing (Manager 330),Group 4,Non-People Leader,99 King St,Hamilton,NZ,NZ
R0331,Role 331,55000098,55000066 Marketing (Manager 331),Group 4,Non-People Leader,598 King St,Bangalore,NZ,IN
R0332,Role 332,55000061,55000144 Finance (Manager 332),Group 3,Non-People Leader,120 Queen St,Wellington,UK,IN
R0333,Role 333,55000047,55000007 Customer Service (Manager 333),Group 6,Non-People Leader,621 King St,Wellington,IN,NZ
R0334,Role 334,55000135,55000166 Technology (Manager 334),Group 1,Non-People Leader,74 Queen St,Hamilton,UK,NZ
R0335,Role 335,55000052,55000121 Strategy (Manager 335),Group 1,Non-People Leader,922 Main St,Birmingham,AU,UK
R0336,Role 336,55000159,55000182 Customer Service (Manager 336),Group 4,Non-People Leader,125 Queen St,Christchurch,UK,NZ
R0337,Role 337,55000038,55000117 Marketing (Manager 337),Group 2,Non-People Leader,294 High St,Auckland,UK,UK
R0338,Role 338,55000092,55000062 Sales (Manager 338),Group 2,Non-People Leader,186 King St,Christchurch,AU,UK
R0339,Role 339,55000199,55000053 Legal (Manager 339),Group 5,Non-People Leader,120 Queen St,Birmingham,SG,IN
R0340,Role 340,55000065,55000001 Strategy (Manager 340),Group 7,Non-People Leader,589 King St,London,NZ,UK
R0341,Role 341,55000192,55000073 HR (Manager 341),Group 4,Non-People Leader,610 Queen St,Sydney,SG,SG
R0342,Role 342,55000123,55000107 Marketing (Manager 342),Group 5,Non-People Leader,290 King St,Chennai,AU,NZ
R0343,Role 343,55000165,55000171 Risk (Manager 343),Group 7,Non-People Leader,580 Queen St,Singapore,AU,UK
R0344,Role 344,55000019,55000130 Risk (Manager 344),Group 6,Non-People Leader,160 Main St,Brisbane,UK,NZ
R0345,Role 345,55000188,55000056 Technology (Manager 345),Group 2,Non-People Leader,412 High St,Manchester,NZ,NZ
R0346,Role 346,55000043,55000024 Customer Service (Manager 346),Group 5,Non-People Leader,554 Main St,Brisbane,NZ,UK
R0347,Role 347,55000182,55000002 Communications (Manager 347),Group 1,People Leader,771 High St,Brisbane,AU,AU
R0348,Role 348,55000170,55000180 Technology (Manager 348),Group 6,Non-People Leader,763 King St,Melbourne,NZ,SG
R0349,Role 349,55000006,55000052 Communications (Manager 349),Group 7,Non-People Leader,925 Queen St,Wellington,IN,NZ
R0350,Role 350,55000030,55000013 Research (Manager 350),Group 3,Non-People Leader,561 High St,London,NZ,SG
R0351,Role 351,55000056,55000117 HR (Manager 351),Group 4,People Leader,981 Main St,Sydney,IN,NZ
R0352,Role 352,55000197,55000194 Finance (Manager 352),Group 5,Non-People Leader,653 High St,Hamilton,NZ,UK
R0353,Role 353,55000129,55000016 HR (Manager 353),Group 2,People Leader,37 Main St,Wellington,SG,AU
R0354,Role 354,55000021,55000050 Compliance (Manager 354),Group 7,Non-People Leader,113 King St,Canberra,IN,AU
R0355,Role 355,55000051,55000101 Legal (Manager 355),Group 1,Non-People Leader,124 High St,Canberra,AU,NZ
R0356,Role 356,55000089,55000053 Strategy (Manager 356),Group 4,Non-People Leader,219 High St,Hamilton,SG,NZ
R0357,Role 357,55000164,55000111 HR (Manager 357),Group 3,People Leader,951 King St,Christchurch,UK,SG
R0358,Role 358,55000169,55000127 Product (Manager 358),Group 3,Non-People Leader,168 Main St,London,AU,SG
R0359,Role 359,55000005,55000014 Sales (Manager 359),Group 2,Non-People Leader,771 King St,Auckland,IN,IN
R0360,Role 360,55000039,55000063 Marketing (Manager 360),Group 3,Non-People Leader,984 High St,Canberra,SG,AU
R0361,Role 361,55000190,55000063 Legal (Manager 361),Group 2,Non-People Leader,344 High St,Auckland,UK,AU
R0362,Role 362,55000103,55000144 Technology (Manager 362),Group 4,Non-People Leader,375 Main St,Hyderabad,NZ,SG
R0363,Role 363,55000152,55000036 Sales (Manager 363),Group 1,Non-People Leader,420 High St,Melbourne,SG,AU
R0364,Role 364,55000043,55000088 Marketing (Manager 364),Group 7,Non-People Leader,758 Main St,Canberra,SG,SG
R0365,Role 365,55000137,55000198 Operations (Manager 365),Group 5,Non-People Leader,745 Main St,Auckland,SG,IN
R0366,Role 366,55000042,55000042 Product (Manager 366),Group 6,Non-People Leader,931 Main St,London,AU,UK
R0367,Role 367,55000162,55000172 Research (Manager 367),Group 1,Non-People Leader,561 Main St,Manchester,NZ,SG
R0368,Role 368,55000026,55000077 Sales (Manager 368),Group 4,Non-People Leader,102 Main St,Auckland,IN,IN
R0369,Role 369,55000067,55000021 Technology (Manager 369),Group 1,Non-People Leader,829 Main St,Perth,UK,IN
R0370,Role 370,55000178,55000125 Compliance (Manager 370),Group 1,Non-People Leader,270 High St,Bangalore,IN,IN
R0371,Role 371,55000199,55000066 Strategy (Manager 371),Group 1,Non-People Leader,840 Queen St,London,IN,NZ
R0372,Role 372,55000117,55000006 Research (Manager 372),Group 6,Non-People Leader,287 Main St,Chennai,SG,UK
R0373,Role 373,55000053,55000014 Product (Manager 373),Group 4,Non-People Leader,199 King St,Brisbane,UK,AU
R0374,Role 374,55000125,55000015 Risk (Manager 374),Group 5,Non-People Leader,586 Main St,Hyderabad,UK,NZ
R0375,Role 375,55000136,55000167 Customer Service (Manager 375),Group 3,People Leader,527 High St,Perth,IN,UK
R0376,Role 376,55000172,55000057 Strategy (Manager 376),Group 1,Non-People Leader,581 High St,Manchester,UK,AU
R0377,Role 377,55000039,55000098 Communications (Manager 377),Group 1,Non-People Leader,713 Queen St,Edinburgh,UK,SG
R0378,Role 378,55000057,55000002 Finance (Manager 378),Group 3,People Leader,594 Queen St,Hamilton,NZ,SG
R0379,Role 379,55000196,55000039 Communications (Manager 379),Group 6,People Leader,401 King St,Wellington,IN,UK
R0380,Role 380,55000102,55000131 HR (Manager 380),Group 7,Non-People Leader,341 High St,Manchester,SG,UK
R0381,Role 381,55000185,55000045 Operations (Manager 381),Group 1,People Leader,326 King St,Singapore,NZ,AU
R0382,Role 382,55000028,55000090 Technology (Manager 382),Group 4,People Leader,74 King St,Manchester,NZ,AU
R0383,Role 383,55000149,55000062 Marketing (Manager 383),Group 2,Non-People Leader,591 Main St,Singapore,SG,NZ
R0384,Role 384,55000054,55000076 Communications (Manager 384),Group 2,Non-People Leader,575 High St,Brisbane,AU,AU
R0385,Role 385,55000145,55000099 Communications (Manager 385),Group 5,Non-People Leader,482 Queen St,London,IN,NZ
R0386,Role 386,55000087,55000200 Customer Service (Manager 386),Group 5,People Leader,502 Queen St,Chennai,UK,UK
R0387,Role 387,55000095,55000172 Legal (Manager 387),Group 6,Non-People Leader,672 High St,Birmingham,NZ,NZ
R0388,Role 388,55000154,55000087 Finance (Manager 388),Group 3,Non-People Leader,448 Queen St,Canberra,UK,SG
R0389,Role 389,55000088,55000107 Operations (Manager 389),Group 5,Non-People Leader,986 King St,Sydney,IN,AU
R0390,Role 390,55000047,55000174 Communications (Manager 390),Group 4,Non-People Leader,654 King St,Wellington,IN,SG
R0391,Role 391,55000114,55000083 Operations (Manager 391),Group 1,People Leader,159 High St,Sydney,SG,UK
R0392,Role 392,55000092,55000010 Product (Manager 392),Group 5,Non-People Leader,615 Main St,Wellington,NZ,NZ
R0393,Role 393,55000033,55000007 Research (Manager 393),Group 4,Non-People Leader,262 High St,Hyderabad,AU,AU
R0394,Role 394,55000194,55000036 HR (Manager 394),Group 7,Non-People Leader,196 King St,Hamilton,NZ,SG
R0395,Role 395,55000025,55000171 Marketing (Manager 395),Group 7,Non-People Leader,547 Main St,Wellington,AU,IN
R0396,Role 396,55000190,55000059 Research (Manager 396),Group 1,Non-People Leader,231 Queen St,Bangalore,IN,SG
R0397,Role 397,55000127,55000169 Sales (Manager 397),Group 5,Non-People Leader,896 High St,Canberra,IN,SG
R0398,Role 398,55000196,55000109 HR (Manager 398),Group 3,Non-People Leader,719 Main St,Sydney,IN,NZ
R0399,Role 399,55000031,55000114 HR (Manager 399),Group 3,Non-People Leader,261 High St,Bangalore,AU,AU
R0400,Role 400,55000042,55000137 HR (Manager 400),Group 2,Non-People Leader,556 High St,Chennai,AU,AU
R0401,Role 401,55000138,55000099 Research (Manager 401),Group 5,Non-People Leader,986 Main St,Melbourne,UK,AU
R0402,Role 402,55000124,55000028 Risk (Manager 402),Group 5,Non-People Leader,169 High St,Christchurch,UK,IN
R0403,Role 403,55000194,55000172 HR (Manager 403),Group 2,Non-People Leader,700 Main St,Edinburgh,SG,NZ
R0404,Role 404,55000060,55000102 Strategy (Manager 404),Group 2,Non-People Leader,484 Main St,Melbourne,IN,UK
R0405,Role 405,55000026,55000162 Strategy (Manager 405),Group 4,People Leader,778 Main St,Hamilton,NZ,SG
R0406,Role 406,55000156,55000172 HR (Manager 406),Group 3,Non-People Leader,699 Queen St,Auckland,AU,IN
R0407,Role 407,55000079,55000092 Marketing (Manager 407),Group 3,Non-People Leader,111 Queen St,Chennai,IN,SG
R0408,Role 408,55000156,55000155 Research (Manager 408),Group 7,Non-People Leader,176 High St,Auckland,NZ,NZ
R0409,Role 409,55000137,55000137 Facilities (Manager 409),Group 2,People Leader,147 King St,Mumbai,NZ,AU
R0410,Role 410,55000142,55000170 Communications (Manager 410),Group 6,Non-People Leader,229 Queen St,Christchurch,AU,NZ
R0411,Role 411,55000146,55000105 Customer Service (Manager 411),Group 4,Non-People Leader,626 Main St,Manchester,AU,NZ
R0412,Role 412,55000106,55000043 Research (Manager 412),Group 5,Non-People Leader,288 Main St,Sydney,AU,UK
R0413,Role 413,55000068,55000200 Technology (Manager 413),Group 2,Non-People Leader,308 Main St,Singapore,NZ,NZ
R0414,Role 414,55000151,55000033 Operations (Manager 414),Group 5,Non-People Leader,342 Queen St,Hamilton,IN,SG
R0415,Role 415,55000198,55000047 Product (Manager 415),Group 2,Non-People Leader,29 High St,Birmingham,IN,SG
